id,team,country,league,season_start,season_end,final_league_pos,home_matches,home_wins,home_draws,home_losses,home_win_rate,home_draw_rate,home_loss_rate,home_points_per_match,home_goals_for,home_goals_for_per_90,home_goals_against,home_goals_against_per_90,home_xg,home_xg_avg,away_matches,away_wins,away_draws,away_losses,away_win_rate,away_draw_rate,away_loss_rate,away_points_per_match,away_goals_for,away_goals_for_per_90,away_goals_against,away_goals_against_per_90,away_xg,away_xg_avg,home_penalties_won,home_penalties_conceded,away_penalties_won,away_penalties_conceded,home_fouls_won_avg,home_fouls_conceded_avg,home_yellow_cards_won,home_yellow_cards_conceded,home_red_cards_won,home_red_conceded,away_fouls_won_avg,away_fouls_conceded_avg,away_yellow_cards_won,away_yellow_cards_conceded,away_red_cards_won,away_red_cards_conceded
238,Caen,fr,Ligue 1,2016,2017,17,19,7,2,10,0.368421053,0.105263158,0.526315789,1.21,21,1.105263158,37,1.947368421,,,19,3,5,11,0.157894737,0.263157895,0.578947368,0.74,15,0.789473684,28,1.473684211,,,4,5,2,3,131.0526316,120,22.63157895,16.84210526,2.631578947,0,123.1578947,110.5263158,13.68421053,14.21052632,1.052631579,1.052631579
239,West Ham,eng,Premier League,2016,2017,11,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,19,1,31,1.631578947,,,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,28,1.473684211,33,1.736842105,,,2,1,2,7,124.7368421,101.0526316,21.05263158,24.73684211,0.526315789,0.526315789,126.3157895,113.6842105,22.10526316,15.78947368,0,2.105263158
240,Leganés,es,La Liga,2016,2017,17,19,5,6,8,0.263157895,0.315789474,0.421052632,1.11,22,1.157894737,23,1.210526316,,,19,3,5,11,0.157894737,0.263157895,0.578947368,0.74,14,0.736842105,32,1.684210526,,,3,2,1,5,,,,,,,,,,,,
241,Middlesbrough,eng,Premier League,2016,2017,19,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,17,0.894736842,23,1.210526316,,,19,1,7,11,0.052631579,0.368421053,0.578947368,0.53,10,0.526315789,30,1.578947368,,,2,2,0,3,107.8947368,110.5263158,15.26315789,20,0,0,109.4736842,141.0526316,17.89473684,20,0,0.526315789
242,Liverpool,eng,Premier League,2016,2017,4,19,12,5,2,0.631578947,0.263157895,0.105263158,2.16,45,2.368421053,18,0.947368421,,,19,10,5,4,0.526315789,0.263157895,0.210526316,1.84,33,1.736842105,24,1.263157895,,,4,1,4,4,102.1052632,102.1052632,20,11.57894737,0.526315789,0,108.9473684,106.8421053,17.36842105,16.84210526,0,0
243,Alavés,es,La Liga,2016,2017,9,19,7,8,4,0.368421053,0.421052632,0.210526316,1.53,19,1,21,1.105263158,,,19,7,5,7,0.368421053,0.263157895,0.368421053,1.37,22,1.157894737,22,1.157894737,,,0,4,4,2,,,,,,,,,,,,
244,Dijon,fr,Ligue 1,2016,2017,16,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,27,1.421052632,21,1.105263158,,,19,1,7,11,0.052631579,0.368421053,0.578947368,0.53,19,1,37,1.947368421,,,3,1,2,10,131.0526316,118.9473684,15.78947368,15.26315789,0.526315789,0,122.1052632,141.0526316,13.68421053,20.52631579,0.526315789,3.157894737
245,Sunderland,eng,Premier League,2016,2017,20,19,3,5,11,0.157894737,0.263157895,0.578947368,0.74,16,0.842105263,34,1.789473684,,,19,3,1,15,0.157894737,0.052631579,0.789473684,0.53,13,0.684210526,35,1.842105263,,,3,0,2,4,106.8421053,116.3157895,14.73684211,18.42105263,0.526315789,1.052631579,106.8421053,113.6842105,15.78947368,21.57894737,0,1.052631579
246,Sampdoria,it,Serie A,2016,2017,10,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,28,1.473684211,23,1.210526316,,,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,21,1.105263158,32,1.684210526,,,4,1,4,7,143.6842105,129.4736842,30,18.42105263,1.052631579,0,133.1578947,139.4736842,18.42105263,20,3.157894737,2.105263158
247,Atalanta,it,Serie A,2016,2017,4,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,31,1.631578947,18,0.947368421,,,19,9,5,5,0.473684211,0.263157895,0.263157895,1.68,31,1.631578947,23,1.210526316,,,4,1,2,3,140.5263158,145.7894737,24.21052632,21.05263158,0,0,158.4210526,171.5789474,27.89473684,23.68421053,0.526315789,1.578947368
248,Burnley,eng,Premier League,2016,2017,16,19,10,3,6,0.526315789,0.157894737,0.315789474,1.74,26,1.368421053,20,1.052631579,,,19,1,4,14,0.052631579,0.210526316,0.736842105,0.37,13,0.684210526,35,1.842105263,,,1,1,5,4,118.4210526,109.4736842,17.89473684,18.42105263,0,0,103.6842105,114.7368421,15.26315789,15.78947368,1.578947368,1.052631579
249,Granada,es,La Liga,2016,2017,20,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,17,0.894736842,32,1.684210526,,,19,0,4,15,0,0.210526316,0.789473684,0.21,13,0.684210526,50,2.631578947,,,0,1,1,3,119.4736842,143.6842105,17.89473684,26.31578947,2.105263158,2.631578947,124.2105263,147.3684211,17.36842105,31.05263158,0.526315789,0.526315789
250,Mainz 05,de,Bundesliga,2016,2017,15,17,7,4,6,0.411764706,0.235294118,0.352941176,1.47,30,1.764705882,26,1.529411765,,,17,3,3,11,0.176470588,0.176470588,0.647058824,0.71,14,0.823529412,29,1.705882353,,,6,2,1,2,,,,,,,,,,,,
251,Leicester City,eng,Premier League,2016,2017,12,19,10,4,5,0.526315789,0.210526316,0.263157895,1.79,31,1.631578947,25,1.315789474,,,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,17,0.894736842,38,2,,,3,0,3,4,,,,,,,,,,,,
252,Empoli,it,Serie A,2016,2017,18,19,5,4,10,0.263157895,0.210526316,0.526315789,1,16,0.842105263,29,1.526315789,,,19,3,4,12,0.157894737,0.210526316,0.631578947,0.68,13,0.684210526,32,1.684210526,,,3,7,3,4,178.9473684,157.3684211,28.94736842,27.89473684,1.052631579,0.526315789,153.1578947,125.7894737,21.05263158,28.42105263,1.052631579,0.526315789
253,Freiburg,de,Bundesliga,2016,2017,7,17,10,2,5,0.588235294,0.117647059,0.294117647,1.88,23,1.352941176,24,1.411764706,,,17,4,4,9,0.235294118,0.235294118,0.529411765,0.94,19,1.117647059,36,2.117647059,,,5,2,3,4,133.5294118,117.6470588,18.82352941,16.47058824,0,0.588235294,142.9411765,144.1176471,15.88235294,16.47058824,0,0
254,Espanyol,es,La Liga,2016,2017,8,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,28,1.473684211,24,1.263157895,,,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,21,1.105263158,26,1.368421053,,,3,1,1,1,,,,,,,,,,,,
255,RB Leipzig,de,Bundesliga,2016,2017,2,17,12,2,3,0.705882353,0.117647059,0.176470588,2.24,35,2.058823529,16,0.941176471,,,17,8,5,4,0.470588235,0.294117647,0.235294118,1.71,31,1.823529412,23,1.352941176,,,2,1,2,4,138.8235294,144.7058824,29.41176471,14.70588235,2.352941176,0.588235294,145.8823529,162.9411765,25.29411765,24.11764706,1.176470588,0.588235294
256,Sevilla,es,La Liga,2016,2017,4,19,14,4,1,0.736842105,0.210526316,0.052631579,2.42,39,2.052631579,16,0.842105263,,,19,7,5,7,0.368421053,0.263157895,0.368421053,1.37,30,1.578947368,33,1.736842105,,,3,2,2,3,131.0526316,161.5789474,28.42105263,26.84210526,2.105263158,0.526315789,155.7894737,144.2105263,30,28.42105263,1.052631579,1.578947368
257,Dortmund,de,Bundesliga,2016,2017,3,17,13,4,0,0.764705882,0.235294118,0,2.53,41,2.411764706,12,0.705882353,,,17,5,6,6,0.294117647,0.352941176,0.352941176,1.24,31,1.823529412,28,1.647058824,,,6,1,1,1,176.4705882,111.7647059,27.64705882,15.88235294,1.176470588,0.588235294,150.5882353,131.1764706,22.94117647,16.47058824,1.176470588,0.588235294
258,Rennes,fr,Ligue 1,2016,2017,9,19,10,6,3,0.526315789,0.315789474,0.157894737,1.89,26,1.368421053,15,0.789473684,,,19,2,8,9,0.105263158,0.421052632,0.473684211,0.74,10,0.526315789,27,1.421052632,,,3,3,0,1,127.3684211,118.4210526,15.78947368,15.26315789,2.631578947,0.526315789,118.9473684,124.7368421,13.68421053,14.21052632,0.526315789,1.578947368
259,Manchester City,eng,Premier League,2016,2017,3,19,11,7,1,0.578947368,0.368421053,0.052631579,2.11,37,1.947368421,17,0.894736842,,,19,12,2,5,0.631578947,0.105263158,0.263157895,2,43,2.263157895,22,1.157894737,,,4,2,5,3,,,,,,,,,,,,
260,Pescara,it,Serie A,2016,2017,20,19,2,5,12,0.105263158,0.263157895,0.631578947,0.58,19,1,38,2,,,19,1,4,14,0.052631579,0.210526316,0.736842105,0.37,18,0.947368421,43,2.263157895,,,3,1,4,5,145.7894737,143.1578947,19.47368421,23.68421053,1.578947368,1.578947368,146.8421053,146.8421053,16.84210526,24.73684211,2.105263158,0.526315789
261,Sporting Gijón,es,La Liga,2016,2017,18,19,5,4,10,0.263157895,0.210526316,0.526315789,1,26,1.368421053,38,2,,,19,2,6,11,0.105263158,0.315789474,0.578947368,0.63,16,0.842105263,34,1.789473684,,,4,4,3,5,,,,,,,,,,,,
262,Köln,de,Bundesliga,2016,2017,5,17,9,6,2,0.529411765,0.352941176,0.117647059,1.94,29,1.705882353,17,1,,,17,3,7,7,0.176470588,0.411764706,0.411764706,0.94,22,1.294117647,25,1.470588235,,,3,2,1,2,,,,,,,,,,,,
263,Hull City,eng,Premier League,2016,2017,18,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,28,1.473684211,35,1.842105263,,,19,1,3,15,0.052631579,0.157894737,0.789473684,0.32,9,0.473684211,45,2.368421053,,,3,6,0,8,,,,,,,,,,,,
264,Eibar,es,La Liga,2016,2017,10,19,10,3,6,0.526315789,0.157894737,0.315789474,1.74,29,1.526315789,21,1.105263158,,,19,5,6,8,0.263157895,0.315789474,0.421052632,1.11,27,1.421052632,30,1.578947368,,,5,1,3,5,110,130.5263158,22.63157895,17.89473684,2.631578947,1.578947368,103.6842105,140.5263158,25.26315789,30,2.631578947,2.105263158
265,Cagliari,it,Serie A,2016,2017,11,19,11,3,5,0.578947368,0.157894737,0.263157895,1.89,38,2,34,1.789473684,,,19,3,2,14,0.157894737,0.105263158,0.736842105,0.58,17,0.894736842,42,2.210526316,,,4,7,2,5,141.5789474,157.8947368,25.26315789,24.73684211,2.631578947,1.052631579,132.6315789,135.2631579,21.57894737,26.31578947,0,2.631578947
266,Schalke 04,de,Bundesliga,2016,2017,10,17,8,5,4,0.470588235,0.294117647,0.235294118,1.71,29,1.705882353,15,0.882352941,,,17,3,5,9,0.176470588,0.294117647,0.529411765,0.82,16,0.941176471,25,1.470588235,,,2,3,2,7,137.6470588,147.6470588,16.47058824,15.88235294,0,0.588235294,130,151.1764706,17.05882353,24.70588235,0.588235294,1.176470588
267,Leverkusen,de,Bundesliga,2016,2017,12,17,5,6,6,0.294117647,0.352941176,0.352941176,1.24,27,1.588235294,28,1.647058824,,,17,6,2,9,0.352941176,0.117647059,0.529411765,1.18,26,1.529411765,27,1.588235294,,,5,1,4,2,130,132.9411765,14.11764706,10,0,2.352941176,118.2352941,148.2352941,14.70588235,19.41176471,1.176470588,0
268,Lille,fr,Ligue 1,2016,2017,11,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,24,1.263157895,24,1.263157895,,,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,16,0.842105263,23,1.210526316,,,5,0,3,6,141.0526316,146.3157895,18.94736842,13.68421053,0.526315789,2.105263158,136.3157895,136.3157895,14.73684211,17.36842105,0,1.052631579
269,Chievo,it,Serie A,2016,2017,14,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,25,1.315789474,30,1.578947368,,,19,6,2,11,0.315789474,0.105263158,0.578947368,1.05,18,0.947368421,31,1.631578947,,,4,1,2,5,151.0526316,149.4736842,22.10526316,20,0,0.526315789,141.5789474,142.6315789,13.68421053,23.15789474,0.526315789,1.578947368
270,Roma,it,Serie A,2016,2017,2,19,16,1,2,0.842105263,0.052631579,0.105263158,2.58,50,2.631578947,18,0.947368421,,,19,12,2,5,0.631578947,0.105263158,0.263157895,2,40,2.105263158,20,1.052631579,,,6,2,8,2,130.5263158,112.1052632,20,13.68421053,0.526315789,0.526315789,140,131.0526316,23.68421053,20,1.052631579,0
271,Chelsea,eng,Premier League,2016,2017,1,19,17,0,2,0.894736842,0,0.105263158,2.68,55,2.894736842,17,0.894736842,,,19,13,3,3,0.684210526,0.157894737,0.157894737,2.21,30,1.578947368,16,0.842105263,,,3,0,1,2,131.5789474,97.36842105,21.05263158,16.84210526,0.526315789,0,126.8421053,110,22.10526316,21.05263158,1.578947368,0
272,Saint-Étienne,fr,Ligue 1,2016,2017,8,19,7,9,3,0.368421053,0.473684211,0.157894737,1.58,24,1.263157895,18,0.947368421,,,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,17,0.894736842,24,1.263157895,,,3,1,3,3,,,,,,,,,,,,
273,Lorient,fr,Ligue 1,2016,2017,18,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,25,1.315789474,29,1.526315789,,,19,3,2,14,0.157894737,0.105263158,0.736842105,0.58,19,1,41,2.157894737,,,4,2,2,4,112,123,19,20,1.5,1.5,100.5263158,114.2105263,12.10526316,15.78947368,0.526315789,1.052631579
274,Everton,eng,Premier League,2016,2017,7,19,13,4,2,0.684210526,0.210526316,0.105263158,2.26,42,2.210526316,16,0.842105263,,,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,20,1.052631579,28,1.473684211,,,3,2,1,3,113.6842105,113.1578947,17.36842105,18.94736842,0.526315789,0.526315789,113.6842105,128.4210526,13.15789474,18.42105263,0.526315789,0.526315789
275,Guingamp,fr,Ligue 1,2016,2017,10,19,12,3,4,0.631578947,0.157894737,0.210526316,2.05,28,1.473684211,13,0.684210526,,,19,2,5,12,0.105263158,0.263157895,0.631578947,0.58,18,0.947368421,40,2.105263158,,,3,4,1,7,145.7894737,128.4210526,14.21052632,10.52631579,2.105263158,0,127.8947368,132.1052632,15.78947368,19.47368421,0.526315789,2.105263158
276,Napoli,it,Serie A,2016,2017,3,19,13,4,2,0.684210526,0.210526316,0.105263158,2.26,44,2.315789474,19,1,,,19,13,4,2,0.684210526,0.210526316,0.105263158,2.26,50,2.631578947,20,1.052631579,,,3,4,3,3,114.2105263,92.63157895,21.05263158,12.63157895,3.157894737,0,127.8947368,105.2631579,26.31578947,17.89473684,0.526315789,1.052631579
277,Lyon,fr,Ligue 1,2016,2017,4,19,12,1,6,0.631578947,0.052631579,0.315789474,1.95,46,2.421052632,26,1.368421053,,,19,9,3,7,0.473684211,0.157894737,0.368421053,1.58,31,1.631578947,22,1.157894737,,,9,3,5,3,135.2631579,127.8947368,20.52631579,13.15789474,2.105263158,0.526315789,153.3333333,143.3333333,25.55555556,20,2.777777778,2.222222222
278,Inter,it,Serie A,2016,2017,7,19,11,3,5,0.578947368,0.157894737,0.263157895,1.89,44,2.315789474,22,1.157894737,,,19,8,2,9,0.421052632,0.105263158,0.473684211,1.37,28,1.473684211,27,1.421052632,,,3,2,2,4,134.7368421,141.5789474,25.26315789,16.84210526,0.526315789,0.526315789,150,142.6315789,22.63157895,22.10526316,1.578947368,2.105263158
279,Nantes,fr,Ligue 1,2016,2017,7,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,19,1,24,1.263157895,,,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,21,1.105263158,30,1.578947368,,,3,3,1,6,114.7368421,134.7368421,19.47368421,19.47368421,2.105263158,0.526315789,101.0526316,144.2105263,12.10526316,20.52631579,0.526315789,1.052631579
280,Atlético Madrid,es,La Liga,2016,2017,3,19,14,2,3,0.736842105,0.105263158,0.157894737,2.32,40,2.105263158,14,0.736842105,,,19,9,7,3,0.473684211,0.368421053,0.157894737,1.79,30,1.578947368,13,0.684210526,,,5,1,2,3,,,,,,,,,,,,
281,Milan,it,Serie A,2016,2017,6,19,12,2,5,0.631578947,0.105263158,0.263157895,2,32,1.684210526,20,1.052631579,,,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,25,1.315789474,25,1.315789474,,,7,4,5,6,142.1052632,135.7894737,30,21.05263158,1.052631579,1.578947368,142.1052632,138.4210526,31.57894737,21.57894737,0,4.736842105
282,Valencia,es,La Liga,2016,2017,12,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,32,1.684210526,32,1.684210526,,,19,5,3,11,0.263157895,0.157894737,0.578947368,0.95,24,1.263157895,33,1.736842105,,,3,8,3,5,151.0526316,144.2105263,23.15789474,27.36842105,0.526315789,1.052631579,156.3157895,145.2631579,26.84210526,29.47368421,0,2.105263158
283,Juventus,it,Serie A,2016,2017,1,19,18,1,0,0.947368421,0.052631579,0,2.89,48,2.526315789,9,0.473684211,,,19,11,3,5,0.578947368,0.157894737,0.263157895,1.89,29,1.526315789,18,0.947368421,,,3,0,0,1,141.5789474,122.6315789,22.63157895,15.26315789,1.578947368,0,167.8947368,126.3157895,24.21052632,21.57894737,1.052631579,0
284,Sassuolo,it,Serie A,2016,2017,12,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,27,1.421052632,28,1.473684211,,,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,31,1.631578947,35,1.842105263,,,7,5,3,4,154.2105263,145.2631579,26.84210526,25.26315789,1.578947368,0.526315789,134.7368421,127.3684211,22.63157895,22.10526316,0.526315789,0.526315789
285,Paris S-G,fr,Ligue 1,2016,2017,2,19,13,6,0,0.684210526,0.315789474,0,2.37,42,2.210526316,7,0.368421053,,,19,14,0,5,0.736842105,0,0.263157895,2.21,41,2.157894737,20,1.052631579,,,8,1,2,2,,,,,,,,,,,,
286,Real Sociedad,es,La Liga,2016,2017,6,19,10,5,4,0.526315789,0.263157895,0.210526316,1.84,30,1.578947368,24,1.263157895,,,19,9,2,8,0.473684211,0.105263158,0.421052632,1.53,29,1.526315789,29,1.526315789,,,7,2,1,5,,,,,,,,,,,,
287,Nancy,fr,Ligue 1,2016,2017,19,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,21,1.105263158,23,1.210526316,,,19,2,5,12,0.105263158,0.263157895,0.631578947,0.58,8,0.421052632,29,1.526315789,,,2,2,1,7,127.3684211,126.8421053,15.26315789,19.47368421,1.052631579,0,129,135.5,14,20.5,1,2.5
288,Palermo,it,Serie A,2016,2017,19,19,4,3,12,0.210526316,0.157894737,0.631578947,0.79,13,0.684210526,30,1.578947368,,,19,2,5,12,0.105263158,0.263157895,0.631578947,0.58,20,1.052631579,47,2.473684211,,,1,2,0,4,146.8421053,148.9473684,18.94736842,24.73684211,2.105263158,2.105263158,143.1578947,147.8947368,19.47368421,24.21052632,0.526315789,2.631578947
289,Eint Frankfurt,de,Bundesliga,2016,2017,11,17,7,7,3,0.411764706,0.411764706,0.176470588,1.65,24,1.411764706,18,1.058823529,,,17,4,2,11,0.235294118,0.117647059,0.647058824,0.82,12,0.705882353,25,1.470588235,,,5,3,1,1,,,,,,,,,,,,
290,Celta Vigo,es,La Liga,2016,2017,13,19,9,2,8,0.473684211,0.105263158,0.421052632,1.53,30,1.578947368,32,1.684210526,,,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,23,1.210526316,37,1.947368421,,,3,4,4,6,,,,,,,,,,,,
291,Metz,fr,Ligue 1,2016,2017,14,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,27,1.421052632,34,1.789473684,,,19,4,3,12,0.210526316,0.157894737,0.631578947,0.79,12,0.631578947,38,2,,,4,6,4,1,120.5263158,135.2631579,15.78947368,17.89473684,1.052631579,0.526315789,117.8947368,135.2631579,13.68421053,19.47368421,0,3.157894737
292,Swansea City,eng,Premier League,2016,2017,15,19,8,3,8,0.421052632,0.157894737,0.421052632,1.42,27,1.421052632,34,1.789473684,,,19,4,2,13,0.210526316,0.105263158,0.684210526,0.74,18,0.947368421,36,1.894736842,,,2,6,1,4,,,,,,,,,,,,
293,Betis,es,La Liga,2016,2017,15,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,22,1.157894737,24,1.263157895,,,19,4,2,13,0.210526316,0.105263158,0.684210526,0.74,19,1,40,2.105263158,,,1,1,1,4,151.5789474,154.2105263,29.47368421,26.31578947,0.526315789,1.052631579,158.9473684,147.8947368,23.68421053,27.36842105,1.578947368,1.578947368
294,Monaco,fr,Ligue 1,2016,2017,1,19,17,1,1,0.894736842,0.052631579,0.052631579,2.74,63,3.315789474,13,0.684210526,,,19,13,4,2,0.684210526,0.210526316,0.105263158,2.26,44,2.315789474,18,0.947368421,,,7,2,4,3,122.6315789,116.8421053,18.94736842,15.26315789,0.526315789,0.526315789,123.6842105,128.9473684,14.73684211,11.57894737,1.052631579,1.052631579
295,Las Palmas,es,La Liga,2017,2018,19,19,4,2,13,0.210526316,0.105263158,0.684210526,0.74,15,0.789473684,38,2,24.1,1.268421053,19,1,5,13,0.052631579,0.263157895,0.684210526,0.42,9,0.473684211,36,1.894736842,14.4,0.757894737,7,4,1,1,176.3157895,115.2631579,27.89473684,19.47368421,2.105263158,0.526315789,188.4210526,138.4210526,28.94736842,27.36842105,1.578947368,1.052631579
296,Hoffenheim,de,Bundesliga,2017,2018,3,17,11,4,2,0.647058824,0.235294118,0.117647059,2.18,38,2.235294118,16,0.941176471,24.9,1.464705882,17,4,6,7,0.235294118,0.352941176,0.411764706,1.06,28,1.647058824,32,1.882352941,25.6,1.505882353,0,1,5,3,132.9411765,128.2352941,12.35294118,16.47058824,0,0,124.7058824,158.2352941,11.17647059,23.52941176,1.176470588,0
297,Udinese,it,Serie A,2017,2018,14,19,6,2,11,0.315789474,0.105263158,0.578947368,1.05,24,1.263157895,30,1.578947368,21.9,1.152631579,19,6,2,11,0.315789474,0.105263158,0.578947368,1.05,24,1.263157895,33,1.736842105,21.3,1.121052632,5,3,2,3,115.2631579,140,18.94736842,19.47368421,2.105263158,1.578947368,103.1578947,138.4210526,14.21052632,18.42105263,0.526315789,0.526315789
298,Bayern Munich,de,Bundesliga,2017,2018,1,17,14,2,1,0.823529412,0.117647059,0.058823529,2.59,56,3.294117647,15,0.882352941,46.8,2.752941176,17,13,1,3,0.764705882,0.058823529,0.176470588,2.35,36,2.117647059,13,0.764705882,29,1.705882353,5,2,3,2,113.5294118,87.64705882,12.35294118,8.235294118,0.588235294,0,128.2352941,117.0588235,16.47058824,16.47058824,0.588235294,0
299,Augsburg,de,Bundesliga,2017,2018,12,17,6,4,7,0.352941176,0.235294118,0.411764706,1.29,24,1.411764706,24,1.411764706,26.5,1.558823529,17,4,7,6,0.235294118,0.411764706,0.352941176,1.12,19,1.117647059,22,1.294117647,18.2,1.070588235,1,1,3,2,129.4117647,128.8235294,15.88235294,19.41176471,0.588235294,0,115.8823529,143.5294118,14.70588235,20.58823529,0.588235294,1.176470588
300,Hellas Verona,it,Serie A,2017,2018,19,19,5,1,13,0.263157895,0.052631579,0.684210526,0.84,14,0.736842105,35,1.842105263,16.1,0.847368421,19,2,3,14,0.105263158,0.157894737,0.736842105,0.47,16,0.842105263,43,2.263157895,16.9,0.889473684,3,3,4,5,,,,,,,,,,,,
301,Torino,it,Serie A,2017,2018,9,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,29,1.526315789,18,0.947368421,25.9,1.363157895,19,5,9,5,0.263157895,0.473684211,0.263157895,1.26,25,1.315789474,28,1.473684211,20.1,1.057894737,2,5,0,3,142.1052632,136.8421053,21.05263158,17.89473684,1.578947368,0.526315789,141.5789474,160.5263158,17.36842105,23.15789474,1.052631579,1.578947368
302,Bordeaux,fr,Ligue 1,2017,2018,6,19,9,4,6,0.473684211,0.210526316,0.315789474,1.63,27,1.421052632,23,1.210526316,29.4,1.547368421,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,26,1.368421053,25,1.315789474,21.7,1.142105263,4,3,2,5,128.4210526,138.4210526,17.89473684,17.89473684,0.526315789,1.052631579,131.0526316,141.0526316,20,21.05263158,1.052631579,0.526315789
303,Nice,fr,Ligue 1,2017,2018,8,19,10,3,6,0.526315789,0.157894737,0.315789474,1.74,29,1.526315789,23,1.210526316,28.2,1.484210526,19,5,6,8,0.263157895,0.315789474,0.421052632,1.11,24,1.263157895,29,1.526315789,21,1.105263158,7,1,3,4,134.2105263,117.3684211,16.31578947,17.89473684,1.578947368,1.052631579,155.2631579,115.7894737,21.05263158,26.84210526,0.526315789,1.052631579
304,Stoke City,eng,Premier League,2017,2018,19,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,20,1.052631579,30,1.578947368,20,1.052631579,19,2,7,10,0.105263158,0.368421053,0.526315789,0.68,15,0.789473684,38,2,16.5,0.868421053,2,2,1,3,,,,,,,,,,,,
305,Arsenal,eng,Premier League,2017,2018,6,19,15,2,2,0.789473684,0.105263158,0.105263158,2.47,54,2.842105263,20,1.052631579,44.5,2.342105263,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,20,1.052631579,31,1.631578947,23.7,1.247368421,4,2,1,4,103.6842105,97.89473684,12.10526316,13.15789474,1.052631579,0.526315789,102.1052632,103.6842105,13.15789474,16.84210526,1.052631579,0.526315789
306,Manchester Utd,eng,Premier League,2017,2018,2,19,15,2,2,0.789473684,0.105263158,0.105263158,2.47,38,2,9,0.473684211,31.9,1.678947368,19,10,4,5,0.526315789,0.210526316,0.263157895,1.79,30,1.578947368,19,1,23.8,1.252631579,3,0,0,1,,,,,,,,,,,,
307,Málaga,es,La Liga,2017,2018,20,19,4,3,12,0.210526316,0.157894737,0.631578947,0.79,14,0.736842105,27,1.421052632,23.2,1.221052632,19,1,2,16,0.052631579,0.105263158,0.842105263,0.26,10,0.526315789,34,1.789473684,15.3,0.805263158,2,3,4,4,,,,,,,,,,,,
308,SPAL,it,Serie A,2017,2018,17,19,5,8,6,0.263157895,0.421052632,0.315789474,1.21,22,1.157894737,29,1.526315789,20.6,1.084210526,19,3,6,10,0.157894737,0.315789474,0.526315789,0.79,17,0.894736842,30,1.578947368,15.2,0.8,5,4,1,8,,,,,,,,,,,,
309,Bologna,it,Serie A,2017,2018,15,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,25,1.315789474,26,1.368421053,18.4,0.968421053,19,5,2,12,0.263157895,0.105263158,0.631578947,0.89,15,0.789473684,26,1.368421053,18.2,0.957894737,1,3,2,1,135.2631579,126.8421053,18.42105263,26.31578947,0.526315789,0.526315789,119.4736842,125.7894737,18.42105263,27.36842105,1.052631579,2.631578947
310,Barcelona,es,La Liga,2017,2018,1,19,16,3,0,0.842105263,0.157894737,0,2.68,53,2.789473684,11,0.578947368,46.4,2.442105263,19,12,6,1,0.631578947,0.315789474,0.052631579,2.21,46,2.421052632,18,0.947368421,37.2,1.957894737,2,1,3,1,140.5263158,100.5263158,26.31578947,15.78947368,0,0.526315789,146.8421053,101.0526316,26.84210526,19.47368421,2.105263158,0.526315789
311,Amiens,fr,Ligue 1,2017,2018,13,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,26,1.368421053,19,1,20.8,1.094736842,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,11,0.578947368,23,1.210526316,12,0.631578947,4,1,0,3,128.9473684,125.7894737,17.89473684,20,0,0.526315789,125.2631579,138.9473684,11.57894737,18.94736842,1.052631579,1.578947368
312,Hamburger SV,de,Bundesliga,2017,2018,17,17,6,4,7,0.352941176,0.235294118,0.411764706,1.29,17,1,19,1.117647059,22.1,1.3,17,2,3,12,0.117647059,0.176470588,0.705882353,0.53,12,0.705882353,34,2,15.6,0.917647059,2,1,3,3,,,,,,,,,,,,
