id,team,country,league,season_start,season_end,final_league_pos,home_matches,home_wins,home_draws,home_losses,home_win_rate,home_draw_rate,home_loss_rate,home_points_per_match,home_goals_for,home_goals_for_per_90,home_goals_against,home_goals_against_per_90,home_xg,home_xg_avg,away_matches,away_wins,away_draws,away_losses,away_win_rate,away_draw_rate,away_loss_rate,away_points_per_match,away_goals_for,away_goals_for_per_90,away_goals_against,away_goals_against_per_90,away_xg,away_xg_avg,home_penalties_won,home_penalties_conceded,away_penalties_won,away_penalties_conceded,home_fouls_won_avg,home_fouls_conceded_avg,home_yellow_cards_won,home_yellow_cards_conceded,home_red_cards_won,home_red_conceded,away_fouls_won_avg,away_fouls_conceded_avg,away_yellow_cards_won,away_yellow_cards_conceded,away_red_cards_won,away_red_cards_conceded
937,Sevilla,es,La Liga,2023,2024,14,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,27,1.421052632,27,1.421052632,26.2,1.378947368,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,21,1.105263158,27,1.421052632,18.7,0.984210526,1,4,1,1,130.5263158,130,17.89473684,28.94736842,0,1.052631579,113.6842105,120,23.68421053,27.89473684,1.578947368,1.052631579
938,Dortmund,de,Bundesliga,2023,2024,5,17,10,3,4,0.588235294,0.176470588,0.235294118,1.94,37,2.176470588,22,1.294117647,36.4,2.141176471,17,8,6,3,0.470588235,0.352941176,0.176470588,1.76,31,1.823529412,21,1.235294118,27.1,1.594117647,4,2,2,4,115.2941176,88.23529412,23.52941176,13.52941176,0,0.588235294,122.9411765,97.05882353,17.64705882,20.58823529,0.588235294,1.764705882
939,Newcastle Utd,eng,Premier League,2023,2024,7,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,49,2.578947368,22,1.157894737,46.4,2.442105263,19,6,2,11,0.315789474,0.105263158,0.578947368,1.05,36,1.894736842,40,2.105263158,29.6,1.557894737,7,2,2,3,,,,,,,,,,,,
940,Rennes,fr,Ligue 1,2023,2024,10,17,7,4,6,0.411764706,0.235294118,0.352941176,1.47,34,2,26,1.529411765,32.9,1.935294118,17,5,6,6,0.294117647,0.352941176,0.352941176,1.24,19,1.117647059,20,1.176470588,20.2,1.188235294,7,0,4,3,141.1764706,111.7647059,23.52941176,19.41176471,2.352941176,0.588235294,123.5294118,137.6470588,19.41176471,20,2.941176471,1.764705882
941,Bochum,de,Bundesliga,2023,2024,16,17,5,8,4,0.294117647,0.470588235,0.235294118,1.35,26,1.529411765,29,1.705882353,26.9,1.582352941,17,2,4,11,0.117647059,0.235294118,0.647058824,0.59,16,0.941176471,45,2.647058824,17.6,1.035294118,4,2,0,9,135.8823529,129.4117647,24.11764706,31.17647059,0.588235294,1.176470588,112.3529412,131.1764706,20,25.88235294,0.588235294,0
942,Manchester City,eng,Premier League,2023,2024,1,19,14,5,0,0.736842105,0.263157895,0,2.47,51,2.684210526,16,0.842105263,40.7,2.142105263,19,14,2,3,0.736842105,0.105263158,0.157894737,2.32,45,2.368421053,18,0.947368421,39.8,2.094736842,4,1,6,2,,,,,,,,,,,,
943,Köln,de,Bundesliga,2023,2024,17,17,4,4,9,0.235294118,0.235294118,0.529411765,0.94,15,0.882352941,28,1.647058824,20.4,1.2,17,1,8,8,0.058823529,0.470588235,0.470588235,0.65,13,0.764705882,32,1.882352941,18.9,1.111764706,3,2,3,1,,,,,,,,,,,,
944,Strasbourg,fr,Ligue 1,2023,2024,13,17,7,3,7,0.411764706,0.176470588,0.411764706,1.41,22,1.294117647,23,1.352941176,23.9,1.405882353,17,3,6,8,0.176470588,0.352941176,0.470588235,0.88,16,0.941176471,27,1.588235294,18.1,1.064705882,1,3,3,2,133.5294118,132.3529412,20.58823529,21.17647059,0.588235294,1.176470588,120,139.4117647,18.82352941,13.52941176,0,0
945,Cagliari,it,Serie A,2023,2024,16,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,28,1.473684211,32,1.684210526,27.4,1.442105263,19,2,5,12,0.105263158,0.263157895,0.631578947,0.58,14,0.736842105,36,1.894736842,15.5,0.815789474,5,1,1,4,124.7368421,124.7368421,27.36842105,20,0.526315789,1.052631579,106.8421053,119.4736842,17.89473684,21.05263158,0.526315789,1.052631579
946,Salernitana,it,Serie A,2023,2024,20,19,1,5,13,0.052631579,0.263157895,0.684210526,0.42,17,0.894736842,38,2,16.6,0.873684211,19,1,6,12,0.052631579,0.315789474,0.631578947,0.47,15,0.789473684,43,2.263157895,13.7,0.721052632,2,5,0,5,136.8421053,117.3684211,25.78947368,27.89473684,0,1.052631579,125.2631579,118.9473684,16.31578947,20,0.526315789,0
947,Leverkusen,de,Bundesliga,2023,2024,1,17,14,3,0,0.823529412,0.176470588,0,2.65,47,2.764705882,11,0.647058824,40.1,2.358823529,17,14,3,0,0.823529412,0.176470588,0,2.65,42,2.470588235,13,0.764705882,33.5,1.970588235,3,0,5,0,100,95.29411765,17.64705882,16.47058824,1.176470588,0,107.6470588,83.52941176,21.76470588,18.23529412,1.764705882,0
948,Lille,fr,Ligue 1,2023,2024,4,17,11,4,2,0.647058824,0.235294118,0.117647059,2.18,34,2,14,0.823529412,31.1,1.829411765,17,5,7,5,0.294117647,0.411764706,0.294117647,1.29,18,1.058823529,20,1.176470588,17.6,1.035294118,3,3,0,2,156.4705882,112.3529412,24.11764706,17.64705882,0,1.176470588,146.4705882,108.8235294,20.58823529,21.76470588,0,0.588235294
949,Brentford,eng,Premier League,2023,2024,16,19,5,7,7,0.263157895,0.368421053,0.368421053,1.16,29,1.526315789,34,1.789473684,30.8,1.621052632,19,5,2,12,0.263157895,0.105263158,0.631578947,0.89,27,1.421052632,31,1.631578947,27.4,1.442105263,1,0,2,2,112.1052632,91.05263158,18.94736842,19.47368421,1.052631579,0.526315789,116.3157895,111.0526316,17.36842105,26.84210526,1.052631579,0.526315789
950,Roma,it,Serie A,2023,2024,6,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,38,2,19,1,26.6,1.4,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,27,1.421052632,27,1.421052632,24.8,1.305263158,5,2,7,3,120.5263158,121.0526316,26.31578947,25.26315789,2.631578947,1.578947368,120.5263158,118.4210526,22.10526316,25.78947368,1.052631579,0
951,Chelsea,eng,Premier League,2023,2024,6,19,11,4,4,0.578947368,0.210526316,0.210526316,1.95,44,2.315789474,26,1.368421053,44.2,2.326315789,19,7,5,7,0.368421053,0.263157895,0.368421053,1.37,33,1.736842105,37,1.947368421,30.3,1.594736842,9,2,3,3,119.4736842,105.7894737,26.31578947,24.21052632,0.526315789,0.526315789,124.7368421,128.4210526,22.63157895,30.52631579,1.578947368,1.052631579
952,Brighton,eng,Premier League,2023,2024,11,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,30,1.578947368,27,1.421052632,32.1,1.689473684,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,25,1.315789474,35,1.842105263,24.7,1.3,4,4,2,2,118.4210526,114.7368421,25.26315789,18.94736842,0.526315789,1.052631579,124.2105263,103.1578947,23.68421053,27.89473684,2.105263158,0.526315789
953,Lorient,fr,Ligue 1,2023,2024,17,17,4,4,9,0.235294118,0.235294118,0.529411765,0.94,26,1.529411765,30,1.764705882,21.1,1.241176471,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,17,1,36,2.117647059,16.1,0.947058824,1,3,0,5,128.8235294,122.9411765,20.58823529,17.05882353,1.176470588,0,124.7058824,113.5294118,15.29411765,21.76470588,1.176470588,0.588235294
954,Everton,eng,Premier League,2023,2024,15,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,22,1.157894737,18,0.947368421,32.1,1.689473684,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,18,0.947368421,33,1.736842105,21.9,1.152631579,1,2,2,6,103.6842105,110.5263158,17.89473684,17.36842105,0.526315789,0,92.63157895,130,14.21052632,24.21052632,0.526315789,0.526315789
955,Napoli,it,Serie A,2023,2024,10,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,24,1.263157895,27,1.421052632,34.8,1.831578947,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,31,1.631578947,21,1.105263158,26.6,1.4,8,3,2,1,124.7368421,95.26315789,19.47368421,21.57894737,0.526315789,1.052631579,126.8421053,105.2631579,23.15789474,19.47368421,0,1.578947368
956,Lyon,fr,Ligue 1,2023,2024,6,17,7,4,6,0.411764706,0.235294118,0.352941176,1.47,25,1.470588235,29,1.705882353,28.7,1.688235294,17,9,1,7,0.529411765,0.058823529,0.411764706,1.65,24,1.411764706,26,1.529411765,21.1,1.241176471,4,4,0,2,110,128.8235294,21.17647059,18.82352941,0.588235294,2.352941176,118.2352941,121.1764706,15.29411765,14.70588235,1.176470588,1.176470588
957,Inter,it,Serie A,2023,2024,1,19,14,4,1,0.736842105,0.210526316,0.052631579,2.42,44,2.315789474,11,0.578947368,42.4,2.231578947,19,15,3,1,0.789473684,0.157894737,0.052631579,2.53,45,2.368421053,11,0.578947368,35.8,1.884210526,8,2,6,2,115.2631579,104.2105263,19.47368421,9.473684211,1.578947368,0,112.6315789,108.9473684,16.84210526,14.73684211,2.105263158,0.526315789
958,Nantes,fr,Ligue 1,2023,2024,14,17,3,3,11,0.176470588,0.176470588,0.647058824,0.71,17,1,30,1.764705882,20.2,1.188235294,17,6,3,8,0.352941176,0.176470588,0.470588235,1.24,13,0.764705882,25,1.470588235,17.4,1.023529412,3,3,2,7,120,116.4705882,19.41176471,17.05882353,0.588235294,1.176470588,104.7058824,147.0588235,17.64705882,21.76470588,2.352941176,0.588235294
959,Clermont Foot,fr,Ligue 1,2023,2024,18,17,3,5,9,0.176470588,0.294117647,0.529411765,0.82,14,0.823529412,27,1.588235294,21.4,1.258823529,17,2,5,10,0.117647059,0.294117647,0.588235294,0.65,12,0.705882353,33,1.941176471,14.7,0.864705882,6,3,2,6,,,,,,,,,,,,
960,Atlético Madrid,es,La Liga,2023,2024,4,19,16,1,2,0.842105263,0.052631579,0.105263158,2.58,42,2.210526316,22,1.157894737,37.5,1.973684211,19,8,3,8,0.421052632,0.157894737,0.421052632,1.42,28,1.473684211,21,1.105263158,24.9,1.310526316,5,1,1,1,,,,,,,,,,,,
961,Milan,it,Serie A,2023,2024,2,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,38,2,17,0.894736842,34.3,1.805263158,19,10,5,4,0.526315789,0.263157895,0.210526316,1.84,38,2,32,1.684210526,31.9,1.678947368,5,5,3,3,104.7368421,116.3157895,21.05263158,16.31578947,1.052631579,1.578947368,120.5263158,110.5263158,25.26315789,26.84210526,3.157894737,2.631578947
962,Valencia,es,La Liga,2023,2024,9,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,20,1.052631579,14,0.736842105,24.8,1.305263158,19,5,4,10,0.263157895,0.210526316,0.526315789,1,20,1.052631579,31,1.631578947,18.4,0.968421053,7,1,2,5,132.1052632,127.3684211,30.52631579,16.31578947,1.052631579,0.526315789,127.8947368,125.2631579,21.57894737,17.36842105,1.052631579,2.105263158
963,Juventus,it,Serie A,2023,2024,3,19,11,7,1,0.578947368,0.368421053,0.052631579,2.11,26,1.368421053,11,0.578947368,29,1.526315789,19,8,7,4,0.421052632,0.368421053,0.210526316,1.63,28,1.473684211,20,1.052631579,25.6,1.347368421,0,0,5,3,101.5789474,127.3684211,19.47368421,18.94736842,1.052631579,1.052631579,109.4736842,124.2105263,15.26315789,26.31578947,1.578947368,0
964,Luton Town,eng,Premier League,2023,2024,18,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,28,1.473684211,37,1.947368421,25.8,1.357894737,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,24,1.263157895,48,2.526315789,16.6,0.873684211,3,2,2,2,,,,,,,,,,,,
965,Sassuolo,it,Serie A,2023,2024,19,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,23,1.210526316,34,1.789473684,19.2,1.010526316,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,20,1.052631579,41,2.157894737,20.6,1.084210526,2,6,6,5,106.3157895,101.0526316,16.84210526,17.36842105,0,1.052631579,117.3684211,102.6315789,17.36842105,20,0.526315789,1.052631579
966,Paris S-G,fr,Ligue 1,2023,2024,1,17,9,6,2,0.529411765,0.352941176,0.117647059,1.94,42,2.470588235,22,1.294117647,33.5,1.970588235,17,13,4,0,0.764705882,0.235294118,0,2.53,39,2.294117647,11,0.647058824,35.3,2.076470588,3,1,6,4,,,,,,,,,,,,
967,Real Sociedad,es,La Liga,2023,2024,6,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,26,1.368421053,20,1.052631579,22.4,1.178947368,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,25,1.315789474,19,1,22.5,1.184210526,1,3,3,4,,,,,,,,,,,,
968,Nott'ham Forest,eng,Premier League,2023,2024,17,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,27,1.421052632,30,1.578947368,25,1.315789474,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,22,1.157894737,37,1.947368421,24.9,1.310526316,1,1,0,3,,,,,,,,,,,,
969,Cádiz,es,La Liga,2023,2024,18,19,5,9,5,0.263157895,0.473684211,0.263157895,1.26,16,0.842105263,19,1,20.5,1.078947368,19,1,6,12,0.052631579,0.315789474,0.631578947,0.47,10,0.526315789,36,1.894736842,15.5,0.815789474,3,1,0,1,,,,,,,,,,,,
970,Eint Frankfurt,de,Bundesliga,2023,2024,6,17,7,8,2,0.411764706,0.470588235,0.117647059,1.71,29,1.705882353,21,1.235294118,27,1.588235294,17,4,6,7,0.235294118,0.352941176,0.411764706,1.06,22,1.294117647,29,1.705882353,19.2,1.129411765,3,4,0,7,,,,,,,,,,,,
971,Celta Vigo,es,La Liga,2023,2024,13,19,6,6,7,0.315789474,0.315789474,0.368421053,1.26,21,1.105263158,23,1.210526316,30.7,1.615789474,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,25,1.315789474,34,1.789473684,20,1.052631579,4,4,1,4,,,,,,,,,,,,
972,Metz,fr,Ligue 1,2023,2024,16,17,3,3,11,0.176470588,0.176470588,0.647058824,0.71,17,1,27,1.588235294,16.4,0.964705882,17,5,2,10,0.294117647,0.117647059,0.588235294,1,18,1.058823529,31,1.823529412,17.7,1.041176471,2,3,4,3,128.2352941,122.9411765,18.82352941,15.88235294,0,1.764705882,107.0588235,123.5294118,15.29411765,15.88235294,0.588235294,0
973,Brest,fr,Ligue 1,2023,2024,3,17,8,7,2,0.470588235,0.411764706,0.117647059,1.82,25,1.470588235,14,0.823529412,27.8,1.635294118,17,9,3,5,0.529411765,0.176470588,0.294117647,1.76,28,1.647058824,20,1.176470588,20.4,1.2,3,1,1,2,135.2941176,119.4117647,16.47058824,23.52941176,1.764705882,0.588235294,126.4705882,122.9411765,20.58823529,25.88235294,1.764705882,2.352941176
974,Betis,es,La Liga,2023,2024,7,19,9,7,3,0.473684211,0.368421053,0.157894737,1.79,27,1.421052632,19,1,26.1,1.373684211,19,5,8,6,0.263157895,0.421052632,0.315789474,1.21,21,1.105263158,26,1.368421053,17.9,0.942105263,3,2,0,6,137.8947368,111.0526316,30,23.68421053,1.578947368,0.526315789,136.3157895,114.7368421,20.52631579,22.10526316,0.526315789,1.052631579
975,Lens,fr,Ligue 1,2023,2024,7,17,9,4,4,0.529411765,0.235294118,0.235294118,1.82,27,1.588235294,18,1.058823529,34.5,2.029411765,17,5,5,7,0.294117647,0.294117647,0.411764706,1.18,18,1.058823529,19,1.117647059,19.6,1.152941176,5,4,2,4,129.4117647,125.8823529,20.58823529,17.05882353,0,1.176470588,130,137.0588235,20.58823529,29.41176471,1.176470588,1.176470588
976,Monaco,fr,Ligue 1,2023,2024,2,17,10,3,4,0.588235294,0.176470588,0.235294118,1.94,30,1.764705882,14,0.823529412,27.8,1.635294118,17,10,4,3,0.588235294,0.235294118,0.176470588,2,38,2.235294118,28,1.647058824,27.2,1.6,3,0,2,6,131.1764706,148.8235294,20,20.58823529,2.352941176,1.176470588,116.4705882,134.1176471,17.64705882,25.88235294,0.588235294,3.529411765
977,Fulham,eng,Premier League,2023,2024,13,19,9,2,8,0.473684211,0.105263158,0.421052632,1.53,31,1.631578947,24,1.263157895,27.9,1.468421053,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,24,1.263157895,37,1.947368421,22.9,1.205263158,2,3,0,5,114.7368421,94.73684211,17.36842105,18.94736842,0,1.052631579,87.89473684,107.3684211,16.31578947,21.57894737,0,1.052631579
978,Lecce,it,Serie A,2023,2024,14,19,6,6,7,0.315789474,0.315789474,0.368421053,1.26,17,0.894736842,27,1.421052632,23.9,1.257894737,19,2,8,9,0.105263158,0.421052632,0.473684211,0.74,15,0.789473684,27,1.421052632,19.2,1.010526316,2,4,3,2,144.7368421,125.2631579,26.31578947,21.05263158,1.578947368,0,120.5263158,138.4210526,20,25.78947368,1.052631579,2.631578947
979,Las Palmas,es,La Liga,2024,2025,19,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,21,1.105263158,29,1.526315789,21.3,1.121052632,19,4,3,12,0.210526316,0.157894737,0.631578947,0.79,19,1,32,1.684210526,15,0.789473684,4,1,0,9,128.4210526,122.1052632,28.94736842,27.89473684,2.631578947,0.526315789,126.8421053,113.6842105,17.89473684,28.42105263,1.052631579,1.578947368
980,Hoffenheim,de,Bundesliga,2024,2025,15,17,4,5,8,0.235294118,0.294117647,0.470588235,1,25,1.470588235,36,2.117647059,27.1,1.594117647,17,3,6,8,0.176470588,0.352941176,0.470588235,0.88,21,1.235294118,32,1.882352941,15.5,0.911764706,3,4,0,2,109.4117647,118.8235294,14.11764706,17.05882353,1.176470588,0.588235294,117.0588235,112.3529412,14.70588235,21.76470588,0.588235294,0.588235294
981,Osasuna,es,La Liga,2024,2025,9,19,10,6,3,0.526315789,0.315789474,0.157894737,1.89,33,1.736842105,23,1.210526316,25.1,1.321052632,19,2,10,7,0.105263158,0.526315789,0.368421053,0.84,15,0.789473684,29,1.526315789,18.9,0.994736842,7,1,2,6,104.2105263,134.7368421,20.52631579,23.68421053,2.631578947,0,108.9473684,132.1052632,21.57894737,21.57894737,0.526315789,0
982,Udinese,it,Serie A,2024,2025,12,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,22,1.157894737,27,1.421052632,19.5,1.026315789,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,19,1,29,1.526315789,18.7,0.984210526,2,3,2,5,107.8947368,146.8421053,15.26315789,18.42105263,0.526315789,1.578947368,104.2105263,135.2631579,16.31578947,25.78947368,2.105263158,1.052631579
983,Bayern Munich,de,Bundesliga,2024,2025,1,17,14,2,1,0.823529412,0.117647059,0.058823529,2.59,53,3.117647059,16,0.941176471,47.4,2.788235294,17,11,5,1,0.647058824,0.294117647,0.058823529,2.24,46,2.705882353,16,0.941176471,34.3,2.017647059,8,1,2,1,95.29411765,82.35294118,17.05882353,11.76470588,0.588235294,0.588235294,115.2941176,91.17647059,21.17647059,16.47058824,0.588235294,0
984,Augsburg,de,Bundesliga,2024,2025,12,17,6,5,6,0.352941176,0.294117647,0.352941176,1.35,18,1.058823529,20,1.176470588,22,1.294117647,17,5,5,7,0.294117647,0.294117647,0.411764706,1.18,17,1,31,1.823529412,12.7,0.747058824,1,1,1,4,108.8235294,98.23529412,17.64705882,22.94117647,1.176470588,1.176470588,113.5294118,108.8235294,11.17647059,22.35294118,0.588235294,1.764705882
985,Hellas Verona,it,Serie A,2024,2025,14,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,15,0.789473684,36,1.894736842,19.1,1.005263158,19,6,2,11,0.315789474,0.105263158,0.578947368,1.05,19,1,30,1.578947368,14.7,0.773684211,0,2,2,2,,,,,,,,,,,,
986,Torino,it,Serie A,2024,2025,11,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,17,0.894736842,18,0.947368421,17.7,0.931578947,19,4,7,8,0.210526316,0.368421053,0.421052632,1,22,1.157894737,27,1.421052632,16.8,0.884210526,2,5,2,2,117.8947368,121.5789474,16.84210526,16.84210526,0,0.526315789,98.42105263,131.0526316,16.31578947,25.26315789,0.526315789,1.052631579
987,Nice,fr,Ligue 1,2024,2025,4,17,11,4,2,0.647058824,0.235294118,0.117647059,2.18,38,2.235294118,15,0.882352941,35.4,2.082352941,17,6,5,6,0.352941176,0.294117647,0.352941176,1.35,28,1.647058824,26,1.529411765,26.2,1.541176471,4,0,2,3,130.5882353,115.8823529,21.17647059,15.29411765,1.176470588,1.176470588,122.9411765,113.5294118,21.76470588,19.41176471,1.176470588,1.764705882
988,Valladolid,es,La Liga,2024,2025,20,19,3,4,12,0.157894737,0.210526316,0.631578947,0.68,11,0.578947368,32,1.684210526,18.7,0.984210526,19,1,0,18,0.052631579,0,0.947368421,0.16,15,0.789473684,58,3.052631579,15.9,0.836842105,2,4,3,3,136.3157895,121.0526316,23.68421053,25.78947368,0.526315789,1.578947368,128.4210526,120,21.05263158,23.15789474,1.052631579,1.052631579
989,Arsenal,eng,Premier League,2024,2025,2,19,11,6,2,0.578947368,0.315789474,0.105263158,2.05,35,1.842105263,17,0.894736842,29.8,1.568421053,19,9,8,2,0.473684211,0.421052632,0.105263158,1.84,34,1.789473684,17,0.894736842,30.1,1.584210526,0,0,2,3,101.0526316,97.89473684,22.63157895,16.31578947,0,1.052631579,112.6315789,112.6315789,20,17.36842105,1.052631579,2.105263158
990,Heidenheim,de,Bundesliga,2024,2025,16,17,3,2,12,0.176470588,0.117647059,0.705882353,0.65,13,0.764705882,33,1.941176471,20.5,1.205882353,17,5,3,9,0.294117647,0.176470588,0.529411765,1.06,24,1.411764706,31,1.823529412,19.8,1.164705882,1,3,4,3,128.2352941,111.7647059,20.58823529,11.76470588,0.588235294,0,111.1764706,114.7058824,21.76470588,25.29411765,0.588235294,0.588235294
991,Manchester Utd,eng,Premier League,2024,2025,15,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,23,1.210526316,28,1.473684211,30,1.578947368,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,21,1.105263158,26,1.368421053,22.6,1.189473684,3,1,1,3,,,,,,,,,,,,
992,Bologna,it,Serie A,2024,2025,9,19,10,7,2,0.526315789,0.368421053,0.105263158,1.95,33,1.736842105,18,0.947368421,30.4,1.6,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,24,1.263157895,29,1.526315789,18.9,0.994736842,6,2,1,1,168.9473684,133.6842105,26.84210526,16.31578947,1.052631579,1.052631579,166.8421053,147.8947368,21.05263158,15.78947368,0.526315789,1.052631579
993,Barcelona,es,La Liga,2024,2025,1,19,14,1,4,0.736842105,0.052631579,0.210526316,2.26,52,2.736842105,20,1.052631579,51.3,2.7,19,14,3,2,0.736842105,0.157894737,0.105263158,2.37,50,2.631578947,19,1,40.2,2.115789474,4,2,4,2,121.0526316,99.47368421,18.94736842,12.63157895,0.526315789,0,131.0526316,94.21052632,26.84210526,21.05263158,0.526315789,1.578947368
994,Monza,it,Serie A,2024,2025,20,19,1,5,13,0.052631579,0.263157895,0.684210526,0.42,13,0.684210526,31,1.631578947,16.2,0.852631579,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,15,0.789473684,38,2,13.7,0.721052632,1,1,2,3,156.8421053,137.8947368,17.89473684,21.57894737,0,1.052631579,139.4736842,131.0526316,15.26315789,25.78947368,1.052631579,0.526315789
995,Montpellier,fr,Ligue 1,2024,2025,18,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,17,1,41,2.411764706,21.2,1.247058824,17,1,0,16,0.058823529,0,0.941176471,0.18,6,0.352941176,38,2.235294118,12.2,0.717647059,4,5,0,4,142.3529412,125.8823529,22.94117647,25.29411765,1.176470588,3.529411765,128.2352941,125.2941176,18.23529412,25.88235294,0,0.588235294
996,Como,it,Serie A,2024,2025,10,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,28,1.473684211,26,1.368421053,25.7,1.352631579,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,21,1.105263158,26,1.368421053,19.7,1.036842105,1,5,1,2,147.3684211,127.8947368,27.36842105,20.52631579,2.105263158,2.105263158,141.0526316,133.6842105,22.63157895,25.26315789,0.526315789,1.578947368
997,Villarreal,es,La Liga,2024,2025,5,19,9,7,3,0.473684211,0.368421053,0.157894737,1.79,43,2.263157895,27,1.421052632,36,1.894736842,19,11,3,5,0.578947368,0.157894737,0.263157895,1.89,28,1.473684211,24,1.263157895,28.8,1.515789474,3,4,4,4,127.8947368,113.6842105,22.63157895,23.68421053,0.526315789,1.052631579,130.5263158,117.8947368,27.36842105,27.36842105,3.157894737,1.052631579
998,Mallorca,es,La Liga,2024,2025,10,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,20,1.052631579,21,1.105263158,19.9,1.047368421,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,15,0.789473684,23,1.210526316,18.8,0.989473684,4,2,1,1,122.6315789,112.6315789,17.36842105,17.89473684,1.052631579,2.105263158,114.2105263,130.5263158,19.47368421,24.21052632,0,1.052631579
999,Holstein Kiel,de,Bundesliga,2024,2025,17,17,4,2,11,0.235294118,0.117647059,0.647058824,0.82,24,1.411764706,41,2.411764706,19.7,1.158823529,17,2,5,10,0.117647059,0.294117647,0.588235294,0.65,25,1.470588235,39,2.294117647,20.1,1.182352941,2,3,3,4,117.6470588,120,22.35294118,21.76470588,0,1.176470588,102.3529412,119.4117647,21.76470588,23.52941176,0.588235294,1.764705882
1000,Athletic Club,es,La Liga,2024,2025,4,19,11,6,2,0.578947368,0.315789474,0.105263158,2.05,32,1.684210526,13,0.684210526,31.3,1.647368421,19,8,7,4,0.421052632,0.368421053,0.210526316,1.63,22,1.157894737,16,0.842105263,21.7,1.142105263,2,4,4,1,,,,,,,,,,,,
1001,Gladbach,de,Bundesliga,2024,2025,10,17,7,3,7,0.411764706,0.176470588,0.411764706,1.41,29,1.705882353,26,1.529411765,26.3,1.547058824,17,6,3,8,0.352941176,0.176470588,0.470588235,1.24,26,1.529411765,31,1.823529412,24.3,1.429411765,3,3,2,5,,,,,,,,,,,,
1002,Southampton,eng,Premier League,2024,2025,20,19,1,3,15,0.052631579,0.157894737,0.789473684,0.32,13,0.684210526,47,2.473684211,17.2,0.905263158,19,1,3,15,0.052631579,0.157894737,0.789473684,0.32,13,0.684210526,39,2.052631579,15.4,0.810526316,2,6,0,3,109.4736842,112.1052632,16.31578947,19.47368421,0,1.578947368,119.4736842,129.4736842,12.10526316,27.36842105,0.526315789,0
1003,Tottenham,eng,Premier League,2024,2025,17,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,35,1.842105263,35,1.842105263,33.5,1.763157895,19,5,2,12,0.263157895,0.105263158,0.631578947,0.89,29,1.526315789,30,1.578947368,25.4,1.336842105,4,3,0,0,130,113.1578947,21.05263158,16.31578947,1.052631579,0,130,121.5789474,23.15789474,20.52631579,0.526315789,0.526315789
1004,Toulouse,fr,Ligue 1,2024,2025,10,17,5,5,7,0.294117647,0.294117647,0.411764706,1.18,20,1.176470588,22,1.294117647,21.3,1.252941176,17,6,4,7,0.352941176,0.235294118,0.411764706,1.29,24,1.411764706,21,1.235294118,27.8,1.635294118,1,2,3,0,132.3529412,125.8823529,25.88235294,14.70588235,0,0.588235294,121.7647059,131.1764706,19.41176471,17.05882353,1.764705882,1.176470588
1005,Fiorentina,it,Serie A,2024,2025,6,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,32,1.684210526,18,0.947368421,26.7,1.405263158,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,28,1.473684211,23,1.210526316,22.2,1.168421053,6,3,2,0,162.6315789,119.4736842,26.31578947,19.47368421,2.105263158,0,145.2631579,112.1052632,22.63157895,23.15789474,1.578947368,1.578947368
